cnpj,cd_cvm,denom,doc,dt_refer,versao,available_at,original_receb,restated,stmt,ni_source,moeda,ytd_months,ni_ytd,fy_start,ni_ttm,ttm_status,pit,first_seen_at
33.050.071/0001-58,003050,AMPLA ENERGIA E SERVICOS S.A.,DFP,2012-12-31,2,2013-03-28,2013-03-28,true,ind,total,REAL,12,493376000,2012-01-01,493376000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.071/0001-58,003050,AMPLA ENERGIA E SERVICOS S.A.,ITR,2013-03-31,1,2013-05-15,2013-05-15,false,ind,total,REAL,3,159157000,2013-01-01,578417000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.071/0001-58,003050,AMPLA ENERGIA E SERVICOS S.A.,ITR,2013-06-30,1,2013-07-31,2013-07-31,false,ind,total,REAL,6,262625000,2013-01-01,620816000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.071/0001-58,003050,AMPLA ENERGIA E SERVICOS S.A.,ITR,2013-09-30,1,2013-10-29,2013-10-29,false,ind,total,REAL,9,312405000,2013-01-01,615418000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.071/0001-58,003050,AMPLA ENERGIA E SERVICOS S.A.,DFP,2013-12-31,1,2014-02-14,2014-02-14,false,ind,total,REAL,12,515059000,2013-01-01,515059000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.071/0001-58,003050,AMPLA ENERGIA E SERVICOS S.A.,ITR,2014-03-31,1,2014-05-05,2014-05-05,false,ind,total,REAL,3,144665000,2014-01-01,500567000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.071/0001-58,003050,AMPLA ENERGIA E SERVICOS S.A.,ITR,2014-06-30,1,2014-07-28,2014-07-28,false,ind,total,REAL,6,-67006000,2014-01-01,185428000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.071/0001-58,003050,AMPLA ENERGIA E SERVICOS S.A.,ITR,2014-09-30,1,2014-10-28,2014-10-28,false,ind,total,REAL,9,-50134000,2014-01-01,152520000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.071/0001-58,003050,AMPLA ENERGIA E SERVICOS S.A.,DFP,2014-12-31,2,2015-03-27,2015-01-28,true,ind,total,REAL,12,194830000,2014-01-01,194830000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.071/0001-58,003050,AMPLA ENERGIA E SERVICOS S.A.,ITR,2015-03-31,1,2015-04-27,2015-04-27,false,ind,total,REAL,3,15573000,2015-01-01,65738000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.071/0001-58,003050,AMPLA ENERGIA E SERVICOS S.A.,ITR,2015-06-30,1,2015-07-26,2015-07-26,false,ind,total,REAL,6,-19142000,2015-01-01,242694000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.071/0001-58,003050,AMPLA ENERGIA E SERVICOS S.A.,ITR,2015-09-30,1,2015-10-28,2015-10-28,false,ind,total,REAL,9,-31191000,2015-01-01,213773000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.071/0001-58,003050,AMPLA ENERGIA E SERVICOS S.A.,DFP,2015-12-31,1,2016-02-11,2016-02-11,false,ind,total,REAL,12,-35234000,2015-01-01,-35234000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.071/0001-58,003050,AMPLA ENERGIA E SERVICOS S.A.,ITR,2016-03-31,1,2016-05-05,2016-05-05,false,ind,total,REAL,3,-16369000,2016-01-01,-67176000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.071/0001-58,003050,AMPLA ENERGIA E SERVICOS S.A.,ITR,2016-06-30,2,2016-08-30,2016-07-26,true,ind,total,REAL,6,-126693000,2016-01-01,-142785000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.071/0001-58,003050,AMPLA ENERGIA E SERVICOS S.A.,ITR,2016-09-30,1,2016-11-03,2016-11-03,false,ind,total,REAL,9,-199067000,2016-01-01,-203110000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.071/0001-58,003050,AMPLA ENERGIA E SERVICOS S.A.,DFP,2016-12-31,1,2017-02-22,2017-02-22,false,ind,total,REAL,12,-221832000,2016-01-01,-221832000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.071/0001-58,003050,AMPLA ENERGIA E SERVICOS S.A.,ITR,2017-03-31,1,2017-05-04,2017-05-04,false,ind,total,REAL,3,-79160000,2017-01-01,-284623000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.071/0001-58,003050,AMPLA ENERGIA E SERVICOS S.A.,ITR,2017-06-30,1,2017-07-25,2017-07-25,false,ind,total,REAL,6,-165500000,2017-01-01,-260639000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.071/0001-58,003050,AMPLA ENERGIA E SERVICOS S.A.,ITR,2017-09-30,1,2017-10-31,2017-10-31,false,ind,total,REAL,9,-253729000,2017-01-01,-276494000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.071/0001-58,003050,AMPLA ENERGIA E SERVICOS S.A.,DFP,2017-12-31,1,2018-02-27,2018-02-27,false,ind,total,REAL,12,-102977000,2017-01-01,-102977000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.071/0001-58,003050,AMPLA ENERGIA E SERVICOS S.A.,ITR,2018-03-31,1,2018-05-02,2018-05-02,false,ind,total,REAL,3,23432000,2018-01-01,-385000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.071/0001-58,003050,AMPLA ENERGIA E SERVICOS S.A.,ITR,2018-06-30,1,2018-07-26,2018-07-26,false,ind,total,REAL,6,55750000,2018-01-01,118273000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.071/0001-58,003050,AMPLA ENERGIA E SERVICOS S.A.,ITR,2018-09-30,1,2018-10-29,2018-10-29,false,ind,total,REAL,9,75235000,2018-01-01,225987000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.071/0001-58,003050,AMPLA ENERGIA E SERVICOS S.A.,DFP,2018-12-31,1,2019-02-26,2019-02-26,false,ind,total,REAL,12,171246000,2018-01-01,171246000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.071/0001-58,003050,AMPLA ENERGIA E SERVICOS S.A.,ITR,2019-03-31,1,2019-04-24,2019-04-24,false,ind,total,REAL,3,12680000,2019-01-01,160494000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.071/0001-58,003050,AMPLA ENERGIA E SERVICOS S.A.,ITR,2019-06-30,1,2019-07-30,2019-07-30,false,ind,total,REAL,6,50073000,2019-01-01,165569000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.071/0001-58,003050,AMPLA ENERGIA E SERVICOS S.A.,ITR,2019-09-30,1,2019-10-25,2019-10-25,false,ind,total,REAL,9,165961000,2019-01-01,261972000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.071/0001-58,003050,AMPLA ENERGIA E SERVICOS S.A.,DFP,2019-12-31,1,2020-02-21,2020-02-21,false,ind,total,REAL,12,279258000,2019-01-01,279258000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.071/0001-58,003050,AMPLA ENERGIA E SERVICOS S.A.,ITR,2020-03-31,1,2020-04-30,2020-04-30,false,ind,total,REAL,3,21791000,2020-01-01,288369000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.071/0001-58,003050,AMPLA ENERGIA E SERVICOS S.A.,ITR,2020-06-30,1,2020-07-27,2020-07-27,false,ind,total,REAL,6,49574000,2020-01-01,278759000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.071/0001-58,003050,AMPLA ENERGIA E SERVICOS S.A.,ITR,2020-09-30,1,2020-11-03,2020-11-03,false,ind,total,REAL,9,-3949000,2020-01-01,109348000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.071/0001-58,003050,AMPLA ENERGIA E SERVICOS S.A.,DFP,2020-12-31,1,2021-02-24,2021-02-24,false,ind,total,REAL,12,48924000,2020-01-01,48924000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.071/0001-58,003050,AMPLA ENERGIA E SERVICOS S.A.,ITR,2021-03-31,1,2021-04-30,2021-04-30,false,ind,total,REAL,3,45427000,2021-01-01,72560000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.071/0001-58,003050,AMPLA ENERGIA E SERVICOS S.A.,ITR,2021-06-30,1,2021-07-27,2021-07-27,false,ind,total,REAL,6,-15726000,2021-01-01,-16376000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.071/0001-58,003050,AMPLA ENERGIA E SERVICOS S.A.,ITR,2021-09-30,1,2021-10-26,2021-10-26,false,ind,total,REAL,9,-26457000,2021-01-01,26416000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.071/0001-58,003050,AMPLA ENERGIA E SERVICOS S.A.,DFP,2021-12-31,1,2022-02-24,2022-02-24,false,ind,total,REAL,12,83402000,2021-01-01,83402000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.071/0001-58,003050,AMPLA ENERGIA E SERVICOS S.A.,ITR,2022-03-31,2,2022-05-03,2022-04-29,true,ind,total,REAL,3,39082000,2022-01-01,77057000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.071/0001-58,003050,AMPLA ENERGIA E SERVICOS S.A.,ITR,2022-06-30,2,2022-07-26,2022-07-26,true,ind,total,REAL,6,-52497000,2022-01-01,46631000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.071/0001-58,003050,AMPLA ENERGIA E SERVICOS S.A.,ITR,2022-09-30,1,2022-10-26,2022-10-26,false,ind,total,REAL,9,-211765000,2022-01-01,-101906000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.071/0001-58,003050,AMPLA ENERGIA E SERVICOS S.A.,DFP,2022-12-31,1,2023-02-24,2023-02-24,false,ind,total,REAL,12,-92387000,2022-01-01,-92387000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.071/0001-58,003050,AMPLA ENERGIA E SERVICOS S.A.,ITR,2023-03-31,1,2023-04-26,2023-04-26,false,ind,total,REAL,3,-6269000,2023-01-01,-137738000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.071/0001-58,003050,AMPLA ENERGIA E SERVICOS S.A.,ITR,2023-06-30,1,2023-07-25,2023-07-25,false,ind,total,REAL,6,-17003000,2023-01-01,-56893000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.071/0001-58,003050,AMPLA ENERGIA E SERVICOS S.A.,ITR,2023-09-30,1,2023-10-25,2023-10-25,false,ind,total,REAL,9,-154863000,2023-01-01,-35485000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.071/0001-58,003050,AMPLA ENERGIA E SERVICOS S.A.,DFP,2023-12-31,1,2024-02-28,2024-02-28,false,ind,total,REAL,12,-191679000,2023-01-01,-191679000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.071/0001-58,003050,AMPLA ENERGIA E SERVICOS S.A.,ITR,2024-03-31,1,2024-04-29,2024-04-29,false,ind,total,REAL,3,28350000,2024-01-01,-157060000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.071/0001-58,003050,AMPLA ENERGIA E SERVICOS S.A.,ITR,2024-06-30,2,2024-08-23,2024-07-24,true,ind,total,REAL,6,-35634000,2024-01-01,-210310000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.071/0001-58,003050,AMPLA ENERGIA E SERVICOS S.A.,ITR,2024-09-30,1,2024-10-28,2024-10-28,false,ind,total,REAL,9,-36660000,2024-01-01,-73476000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.071/0001-58,003050,AMPLA ENERGIA E SERVICOS S.A.,DFP,2024-12-31,2,2025-02-27,2025-02-27,true,ind,total,REAL,12,670153000,2024-01-01,670153000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.071/0001-58,003050,AMPLA ENERGIA E SERVICOS S.A.,ITR,2025-03-31,2,2025-04-30,2025-04-29,true,ind,total,REAL,3,49806000,2025-01-01,691609000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.071/0001-58,003050,AMPLA ENERGIA E SERVICOS S.A.,ITR,2025-06-30,1,2025-07-29,2025-07-29,false,ind,total,REAL,6,-17561000,2025-01-01,688226000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.071/0001-58,003050,AMPLA ENERGIA E SERVICOS S.A.,ITR,2025-09-30,1,2025-10-29,2025-10-29,false,ind,total,REAL,9,-126361000,2025-01-01,580452000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.071/0001-58,003050,AMPLA ENERGIA E SERVICOS S.A.,DFP,2025-12-31,1,2026-02-24,2026-02-24,false,ind,total,REAL,12,-9034000,2025-01-01,-9034000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.071/0001-58,003050,AMPLA ENERGIA E SERVICOS S.A.,ITR,2026-03-31,1,2026-04-29,2026-04-29,false,ind,total,REAL,3,109635000,2026-01-01,50795000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.071/0001-58,003050,AMPLA ENERGIA E SERVICOS S.A.,ITR,2026-06-30,1,2026-07-28,2026-07-28,false,ind,total,REAL,6,48309000,2026-01-01,56836000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.196/0001-88,003824,CIA PAULISTA DE FORCA E LUZ,DFP,2010-12-31,1,2011-03-28,2011-03-28,false,ind,total,REAL,12,695761000,2010-01-01,695761000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.196/0001-88,003824,CIA PAULISTA DE FORCA E LUZ,ITR,2011-03-31,2,2011-05-12,2011-05-11,true,ind,total,REAL,3,175528000,2011-01-01,634632000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.196/0001-88,003824,CIA PAULISTA DE FORCA E LUZ,ITR,2011-06-30,1,2011-08-10,2011-08-10,false,ind,total,REAL,6,305148000,2011-01-01,580799000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.196/0001-88,003824,CIA PAULISTA DE FORCA E LUZ,ITR,2011-09-30,1,2011-11-10,2011-11-10,false,ind,total,REAL,9,447510000,2011-01-01,598006000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.196/0001-88,003824,CIA PAULISTA DE FORCA E LUZ,DFP,2011-12-31,1,2012-03-12,2012-03-12,false,ind,total,REAL,12,613307000,2011-01-01,613307000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.196/0001-88,003824,CIA PAULISTA DE FORCA E LUZ,ITR,2012-03-31,1,2012-05-07,2012-05-07,false,ind,total,REAL,3,163595000,2012-01-01,601374000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.196/0001-88,003824,CIA PAULISTA DE FORCA E LUZ,ITR,2012-06-30,1,2012-08-06,2012-08-06,false,ind,total,REAL,6,269216000,2012-01-01,577375000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.196/0001-88,003824,CIA PAULISTA DE FORCA E LUZ,ITR,2012-09-30,1,2012-11-05,2012-11-05,false,ind,total,REAL,9,390025000,2012-01-01,555822000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.196/0001-88,003824,CIA PAULISTA DE FORCA E LUZ,DFP,2012-12-31,1,2013-03-13,2013-03-13,false,ind,total,REAL,12,460114000,2012-01-01,460114000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.196/0001-88,003824,CIA PAULISTA DE FORCA E LUZ,ITR,2013-03-31,1,2013-05-09,2013-05-09,false,ind,total,REAL,3,306848000,2013-01-01,609215000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.196/0001-88,003824,CIA PAULISTA DE FORCA E LUZ,ITR,2013-06-30,1,2013-08-14,2013-08-14,false,ind,total,REAL,6,313602000,2013-01-01,513345000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.196/0001-88,003824,CIA PAULISTA DE FORCA E LUZ,ITR,2013-09-30,1,2013-11-13,2013-11-13,false,ind,total,REAL,9,468681000,2013-01-01,536934000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.196/0001-88,003824,CIA PAULISTA DE FORCA E LUZ,DFP,2013-12-31,1,2014-03-27,2014-03-27,false,ind,total,REAL,12,620412000,2013-01-01,620412000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.196/0001-88,003824,CIA PAULISTA DE FORCA E LUZ,ITR,2014-03-31,1,2014-05-12,2014-05-12,false,ind,total,REAL,3,23020000,2014-01-01,336584000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.196/0001-88,003824,CIA PAULISTA DE FORCA E LUZ,ITR,2014-06-30,1,2014-08-14,2014-08-14,false,ind,total,REAL,6,120677000,2014-01-01,427487000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.196/0001-88,003824,CIA PAULISTA DE FORCA E LUZ,ITR,2014-09-30,1,2014-11-13,2014-11-13,false,ind,total,REAL,9,181567000,2014-01-01,333298000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.196/0001-88,003824,CIA PAULISTA DE FORCA E LUZ,DFP,2014-12-31,1,2015-03-26,2015-03-26,false,ind,total,REAL,12,502719000,2014-01-01,502719000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.196/0001-88,003824,CIA PAULISTA DE FORCA E LUZ,ITR,2015-03-31,1,2015-05-08,2015-05-08,false,ind,total,REAL,3,98049000,2015-01-01,577748000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.196/0001-88,003824,CIA PAULISTA DE FORCA E LUZ,ITR,2015-06-30,1,2015-08-13,2015-08-13,false,ind,total,REAL,6,137685000,2015-01-01,519727000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.196/0001-88,003824,CIA PAULISTA DE FORCA E LUZ,ITR,2015-09-30,1,2015-11-12,2015-11-12,false,ind,total,REAL,9,221667000,2015-01-01,542819000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.196/0001-88,003824,CIA PAULISTA DE FORCA E LUZ,DFP,2015-12-31,1,2016-03-21,2016-03-21,false,ind,total,REAL,12,298203000,2015-01-01,298203000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.196/0001-88,003824,CIA PAULISTA DE FORCA E LUZ,ITR,2016-03-31,1,2016-05-12,2016-05-12,false,ind,total,REAL,3,104295000,2016-01-01,304449000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.196/0001-88,003824,CIA PAULISTA DE FORCA E LUZ,ITR,2016-06-30,1,2016-08-11,2016-08-11,false,ind,total,REAL,6,217840000,2016-01-01,378358000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.196/0001-88,003824,CIA PAULISTA DE FORCA E LUZ,ITR,2016-09-30,1,2016-11-10,2016-11-10,false,ind,total,REAL,9,235118000,2016-01-01,311654000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.196/0001-88,003824,CIA PAULISTA DE FORCA E LUZ,DFP,2016-12-31,1,2017-03-30,2017-03-30,false,ind,total,REAL,12,255329000,2016-01-01,255329000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.196/0001-88,003824,CIA PAULISTA DE FORCA E LUZ,ITR,2017-03-31,1,2017-05-11,2017-05-11,false,ind,total,REAL,3,52268000,2017-01-01,203302000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.196/0001-88,003824,CIA PAULISTA DE FORCA E LUZ,ITR,2017-06-30,1,2017-08-10,2017-08-10,false,ind,total,REAL,6,75593000,2017-01-01,113082000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.196/0001-88,003824,CIA PAULISTA DE FORCA E LUZ,ITR,2017-09-30,1,2017-11-13,2017-11-13,false,ind,total,REAL,9,118256000,2017-01-01,138467000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.196/0001-88,003824,CIA PAULISTA DE FORCA E LUZ,DFP,2017-12-31,1,2018-03-27,2018-03-27,false,ind,total,REAL,12,280354000,2017-01-01,280354000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.196/0001-88,003824,CIA PAULISTA DE FORCA E LUZ,ITR,2018-03-31,1,2018-05-15,2018-05-15,false,ind,total,REAL,3,141046000,2018-01-01,369132000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.196/0001-88,003824,CIA PAULISTA DE FORCA E LUZ,ITR,2018-06-30,1,2018-08-14,2018-08-14,false,ind,total,REAL,6,303142000,2018-01-01,507903000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.196/0001-88,003824,CIA PAULISTA DE FORCA E LUZ,ITR,2018-09-30,1,2018-11-12,2018-11-12,false,ind,total,REAL,9,443747000,2018-01-01,605845000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.196/0001-88,003824,CIA PAULISTA DE FORCA E LUZ,DFP,2018-12-31,1,2019-03-28,2019-03-28,false,ind,total,REAL,12,649516000,2018-01-01,649516000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.196/0001-88,003824,CIA PAULISTA DE FORCA E LUZ,ITR,2019-03-31,1,2019-05-07,2019-05-07,false,ind,total,REAL,3,187465000,2019-01-01,695935000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.196/0001-88,003824,CIA PAULISTA DE FORCA E LUZ,ITR,2019-06-30,1,2019-08-13,2019-08-13,false,ind,total,REAL,6,376319000,2019-01-01,722693000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.196/0001-88,003824,CIA PAULISTA DE FORCA E LUZ,ITR,2019-09-30,1,2019-11-12,2019-11-12,false,ind,total,REAL,9,553156000,2019-01-01,758925000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.196/0001-88,003824,CIA PAULISTA DE FORCA E LUZ,DFP,2019-12-31,1,2020-03-09,2020-03-09,false,ind,total,REAL,12,837604000,2019-01-01,837604000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.196/0001-88,003824,CIA PAULISTA DE FORCA E LUZ,ITR,2020-03-31,1,2020-05-14,2020-05-14,false,ind,total,REAL,3,308659000,2020-01-01,958798000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.196/0001-88,003824,CIA PAULISTA DE FORCA E LUZ,ITR,2020-06-30,1,2020-08-13,2020-08-13,false,ind,total,REAL,6,465593000,2020-01-01,926878000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.196/0001-88,003824,CIA PAULISTA DE FORCA E LUZ,ITR,2020-09-30,1,2020-11-12,2020-11-12,false,ind,total,REAL,9,712243000,2020-01-01,996691000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.196/0001-88,003824,CIA PAULISTA DE FORCA E LUZ,DFP,2020-12-31,1,2021-03-25,2021-03-25,false,ind,total,REAL,12,971969000,2020-01-01,971969000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.196/0001-88,003824,CIA PAULISTA DE FORCA E LUZ,ITR,2021-03-31,1,2021-05-13,2021-05-13,false,ind,total,REAL,3,246813000,2021-01-01,910123000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.196/0001-88,003824,CIA PAULISTA DE FORCA E LUZ,ITR,2021-06-30,1,2021-08-12,2021-08-12,false,ind,total,REAL,6,556676000,2021-01-01,1063052000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.196/0001-88,003824,CIA PAULISTA DE FORCA E LUZ,ITR,2021-09-30,1,2021-11-11,2021-11-11,false,ind,total,REAL,9,934996000,2021-01-01,1194722000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.196/0001-88,003824,CIA PAULISTA DE FORCA E LUZ,DFP,2021-12-31,1,2022-03-17,2022-03-17,false,ind,total,REAL,12,1312746000,2021-01-01,1312746000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.196/0001-88,003824,CIA PAULISTA DE FORCA E LUZ,ITR,2022-03-31,1,2022-05-12,2022-05-12,false,ind,total,REAL,3,334285000,2022-01-01,1400218000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.196/0001-88,003824,CIA PAULISTA DE FORCA E LUZ,ITR,2022-06-30,1,2022-08-11,2022-08-11,false,ind,total,REAL,6,706750000,2022-01-01,1462820000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.196/0001-88,003824,CIA PAULISTA DE FORCA E LUZ,ITR,2022-09-30,1,2022-11-10,2022-11-10,false,ind,total,REAL,9,993534000,2022-01-01,1371284000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.196/0001-88,003824,CIA PAULISTA DE FORCA E LUZ,DFP,2022-12-31,1,2023-03-16,2023-03-16,false,ind,total,REAL,12,707238000,2022-01-01,707238000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.196/0001-88,003824,CIA PAULISTA DE FORCA E LUZ,ITR,2023-03-31,1,2023-05-11,2023-05-11,false,ind,total,REAL,3,546760000,2023-01-01,919713000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.196/0001-88,003824,CIA PAULISTA DE FORCA E LUZ,ITR,2023-06-30,1,2023-08-10,2023-08-10,false,ind,total,REAL,6,796784000,2023-01-01,797272000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.196/0001-88,003824,CIA PAULISTA DE FORCA E LUZ,ITR,2023-09-30,1,2023-11-09,2023-11-09,false,ind,total,REAL,9,1086771000,2023-01-01,800475000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.196/0001-88,003824,CIA PAULISTA DE FORCA E LUZ,DFP,2023-12-31,1,2024-03-21,2024-03-21,false,ind,total,REAL,12,1544447000,2023-01-01,1544447000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.196/0001-88,003824,CIA PAULISTA DE FORCA E LUZ,ITR,2024-03-31,1,2024-05-09,2024-05-09,false,ind,total,REAL,3,540531000,2024-01-01,1538218000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.196/0001-88,003824,CIA PAULISTA DE FORCA E LUZ,ITR,2024-06-30,1,2024-08-08,2024-08-08,false,ind,total,REAL,6,813220000,2024-01-01,1560883000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.196/0001-88,003824,CIA PAULISTA DE FORCA E LUZ,ITR,2024-09-30,1,2024-11-07,2024-11-07,false,ind,total,REAL,9,1040472000,2024-01-01,1498148000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.196/0001-88,003824,CIA PAULISTA DE FORCA E LUZ,DFP,2024-12-31,1,2025-02-26,2025-02-26,false,ind,total,REAL,12,1422412000,2024-01-01,1422412000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.196/0001-88,003824,CIA PAULISTA DE FORCA E LUZ,ITR,2025-03-31,1,2025-05-15,2025-05-15,false,ind,total,REAL,3,466197000,2025-01-01,1348078000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.196/0001-88,003824,CIA PAULISTA DE FORCA E LUZ,ITR,2025-06-30,1,2025-08-14,2025-08-14,false,ind,total,REAL,6,944971000,2025-01-01,1554163000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.196/0001-88,003824,CIA PAULISTA DE FORCA E LUZ,ITR,2025-09-30,1,2025-11-13,2025-11-13,false,ind,total,REAL,9,1357288000,2025-01-01,1739228000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.196/0001-88,003824,CIA PAULISTA DE FORCA E LUZ,DFP,2025-12-31,1,2026-03-05,2026-03-05,false,ind,total,REAL,12,1864351000,2025-01-01,1864351000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.196/0001-88,003824,CIA PAULISTA DE FORCA E LUZ,ITR,2026-03-31,1,2026-05-14,2026-05-14,false,ind,total,REAL,3,582387000,2026-01-01,1980541000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.196/0001-88,003824,CIA PAULISTA DE FORCA E LUZ,ITR,2026-06-30,2,2026-08-14,2026-08-13,true,ind,total,REAL,6,1014729000,2026-01-01,1934109000,ok,backfill,2026-09-21T21:38:17.660Z
33.066.408/0001-15,000003,EMPRESA FINANCEIRA,ITR,2016-03-31,5,2017-12-15,2016-04-02,true,ind,total,REAL,3,45000000,,,sem_anual_anterior,backfill,2026-09-21T21:38:17.660Z
33.102.476/0001-92,008893,MONTEIRO ARANHA S.A.,DFP,2010-12-31,2,2011-07-14,2011-06-09,true,con,controladora,REAL,12,111310000,2010-01-01,111310000,ok,backfill,2026-09-21T21:38:17.660Z
