cnpj,cd_cvm,denom,doc,dt_refer,versao,available_at,original_receb,restated,stmt,ni_source,moeda,ytd_months,ni_ytd,fy_start,ni_ttm,ttm_status,pit,first_seen_at
33.041.260/0652-90,006505,GRUPO CASAS BAHIA S.A.,ITR,2014-03-31,1,2014-04-28,2014-04-28,false,con,controladora,REAL,3,178824000,2014-01-01,1231936000,ok,backfill,2026-09-21T21:38:17.660Z
33.041.260/0652-90,006505,GRUPO CASAS BAHIA S.A.,ITR,2014-06-30,2,2014-07-23,2014-07-22,true,con,controladora,REAL,6,365393000,2014-01-01,1330267000,ok,backfill,2026-09-21T21:38:17.660Z
33.041.260/0652-90,006505,GRUPO CASAS BAHIA S.A.,ITR,2014-09-30,1,2014-10-29,2014-10-29,false,con,controladora,REAL,9,581643000,2014-01-01,1350907000,ok,backfill,2026-09-21T21:38:17.660Z
33.041.260/0652-90,006505,GRUPO CASAS BAHIA S.A.,DFP,2014-12-31,1,2015-02-12,2015-02-12,false,con,controladora,REAL,12,938000000,2014-01-01,938000000,ok,backfill,2026-09-21T21:38:17.660Z
33.041.260/0652-90,006505,GRUPO CASAS BAHIA S.A.,ITR,2015-03-31,2,2016-10-26,2015-05-06,true,con,controladora,REAL,3,240000000,2015-01-01,1032000000,ok,backfill,2026-09-21T21:38:17.660Z
33.041.260/0652-90,006505,GRUPO CASAS BAHIA S.A.,ITR,2015-06-30,2,2016-10-26,2015-07-27,true,con,controladora,REAL,6,231000000,2015-01-01,858000000,ok,backfill,2026-09-21T21:38:17.660Z
33.041.260/0652-90,006505,GRUPO CASAS BAHIA S.A.,ITR,2015-09-30,2,2016-10-26,2015-10-28,true,con,controladora,REAL,9,184000000,2015-01-01,603000000,ok,backfill,2026-09-21T21:38:17.660Z
33.041.260/0652-90,006505,GRUPO CASAS BAHIA S.A.,DFP,2015-12-31,2,2016-07-27,2016-02-24,true,con,controladora,REAL,12,14000000,2015-01-01,14000000,ok,backfill,2026-09-21T21:38:17.660Z
33.041.260/0652-90,006505,GRUPO CASAS BAHIA S.A.,ITR,2016-03-31,3,2016-08-22,2016-05-09,true,con,controladora,REAL,3,9000000,2016-01-01,-217000000,ok,backfill,2026-09-21T21:38:17.660Z
33.041.260/0652-90,006505,GRUPO CASAS BAHIA S.A.,ITR,2016-06-30,2,2016-08-10,2016-07-27,true,con,controladora,REAL,6,-80000000,2016-01-01,-297000000,ok,backfill,2026-09-21T21:38:17.660Z
33.041.260/0652-90,006505,GRUPO CASAS BAHIA S.A.,ITR,2016-09-30,1,2016-10-26,2016-10-26,false,con,controladora,REAL,9,-170000000,2016-01-01,-340000000,ok,backfill,2026-09-21T21:38:17.660Z
33.041.260/0652-90,006505,GRUPO CASAS BAHIA S.A.,DFP,2016-12-31,1,2017-02-23,2017-02-23,false,con,controladora,REAL,12,-95000000,2016-01-01,-95000000,ok,backfill,2026-09-21T21:38:17.660Z
33.041.260/0652-90,006505,GRUPO CASAS BAHIA S.A.,ITR,2017-03-31,1,2017-04-26,2017-04-26,false,con,controladora,REAL,3,97000000,2017-01-01,-7000000,ok,backfill,2026-09-21T21:38:17.660Z
33.041.260/0652-90,006505,GRUPO CASAS BAHIA S.A.,ITR,2017-06-30,1,2017-07-24,2017-07-24,false,con,controladora,REAL,6,52000000,2017-01-01,37000000,ok,backfill,2026-09-21T21:38:17.660Z
33.041.260/0652-90,006505,GRUPO CASAS BAHIA S.A.,ITR,2017-09-30,1,2017-10-25,2017-10-25,false,con,controladora,REAL,9,66000000,2017-01-01,141000000,ok,backfill,2026-09-21T21:38:17.660Z
33.041.260/0652-90,006505,GRUPO CASAS BAHIA S.A.,DFP,2017-12-31,1,2018-02-19,2018-02-19,false,con,controladora,REAL,12,195000000,2017-01-01,195000000,ok,backfill,2026-09-21T21:38:17.660Z
33.041.260/0652-90,006505,GRUPO CASAS BAHIA S.A.,ITR,2018-03-31,1,2018-04-25,2018-04-25,false,con,controladora,REAL,3,71000000,2018-01-01,170000000,ok,backfill,2026-09-21T21:38:17.660Z
33.041.260/0652-90,006505,GRUPO CASAS BAHIA S.A.,ITR,2018-06-30,1,2018-07-23,2018-07-23,false,con,controladora,REAL,6,91000000,2018-01-01,275000000,ok,backfill,2026-09-21T21:38:17.660Z
33.041.260/0652-90,006505,GRUPO CASAS BAHIA S.A.,ITR,2018-09-30,1,2018-10-24,2018-10-24,false,con,controladora,REAL,9,12000000,2018-01-01,151000000,ok,backfill,2026-09-21T21:38:17.660Z
33.041.260/0652-90,006505,GRUPO CASAS BAHIA S.A.,DFP,2018-12-31,1,2019-02-20,2019-02-20,false,con,controladora,REAL,12,-267000000,2018-01-01,-267000000,ok,backfill,2026-09-21T21:38:17.660Z
33.041.260/0652-90,006505,GRUPO CASAS BAHIA S.A.,ITR,2019-03-31,3,2019-08-14,2019-04-23,true,con,controladora,REAL,3,-42000000,2019-01-01,-373000000,ok,backfill,2026-09-21T21:38:17.660Z
33.041.260/0652-90,006505,GRUPO CASAS BAHIA S.A.,ITR,2019-06-30,1,2019-08-14,2019-08-14,false,con,controladora,REAL,6,-196000000,2019-01-01,-541000000,ok,backfill,2026-09-21T21:38:17.660Z
33.041.260/0652-90,006505,GRUPO CASAS BAHIA S.A.,ITR,2019-09-30,1,2019-11-13,2019-11-13,false,con,controladora,REAL,9,-579000000,2019-01-01,-841000000,ok,backfill,2026-09-21T21:38:17.660Z
33.041.260/0652-90,006505,GRUPO CASAS BAHIA S.A.,DFP,2019-12-31,1,2020-03-26,2020-03-26,false,con,controladora,REAL,12,-1433000000,2019-01-01,-1433000000,ok,backfill,2026-09-21T21:38:17.660Z
33.041.260/0652-90,006505,GRUPO CASAS BAHIA S.A.,ITR,2020-03-31,2,2020-05-26,2020-05-13,true,con,controladora,REAL,3,13000000,2020-01-01,-1370000000,ok,backfill,2026-09-21T21:38:17.660Z
33.041.260/0652-90,006505,GRUPO CASAS BAHIA S.A.,ITR,2020-06-30,1,2020-08-12,2020-08-12,false,con,controladora,REAL,6,78000000,2020-01-01,-1143000000,ok,backfill,2026-09-21T21:38:17.660Z
33.041.260/0652-90,006505,GRUPO CASAS BAHIA S.A.,ITR,2020-09-30,1,2020-11-11,2020-11-11,false,con,controladora,REAL,9,668000000,2020-01-01,-207000000,ok,backfill,2026-09-21T21:38:17.660Z
33.041.260/0652-90,006505,GRUPO CASAS BAHIA S.A.,DFP,2020-12-31,1,2021-03-02,2021-03-02,false,con,controladora,REAL,12,1004000000,2020-01-01,1004000000,ok,backfill,2026-09-21T21:38:17.660Z
33.041.260/0652-90,006505,GRUPO CASAS BAHIA S.A.,ITR,2021-03-31,1,2021-05-12,2021-05-12,false,con,controladora,REAL,3,180000000,2021-01-01,1171000000,ok,backfill,2026-09-21T21:38:17.660Z
33.041.260/0652-90,006505,GRUPO CASAS BAHIA S.A.,ITR,2021-06-30,1,2021-08-11,2021-08-11,false,con,controladora,REAL,6,312000000,2021-01-01,1238000000,ok,backfill,2026-09-21T21:38:17.660Z
33.041.260/0652-90,006505,GRUPO CASAS BAHIA S.A.,ITR,2021-09-30,1,2021-11-10,2021-11-10,false,con,controladora,REAL,9,-326000000,2021-01-01,10000000,ok,backfill,2026-09-21T21:38:17.660Z
33.041.260/0652-90,006505,GRUPO CASAS BAHIA S.A.,DFP,2021-12-31,1,2022-03-09,2022-03-09,false,con,controladora,REAL,12,-297000000,2021-01-01,-297000000,ok,backfill,2026-09-21T21:38:17.660Z
33.041.260/0652-90,006505,GRUPO CASAS BAHIA S.A.,ITR,2022-03-31,1,2022-05-09,2022-05-09,false,con,controladora,REAL,3,18000000,2022-01-01,-459000000,ok,backfill,2026-09-21T21:38:17.660Z
33.041.260/0652-90,006505,GRUPO CASAS BAHIA S.A.,ITR,2022-06-30,1,2022-08-11,2022-08-11,false,con,controladora,REAL,6,24000000,2022-01-01,-585000000,ok,backfill,2026-09-21T21:38:17.660Z
33.041.260/0652-90,006505,GRUPO CASAS BAHIA S.A.,ITR,2022-09-30,1,2022-11-10,2022-11-10,false,con,controladora,REAL,9,-179000000,2022-01-01,-150000000,ok,backfill,2026-09-21T21:38:17.660Z
33.041.260/0652-90,006505,GRUPO CASAS BAHIA S.A.,DFP,2022-12-31,1,2023-03-09,2023-03-09,false,con,controladora,REAL,12,-342000000,2022-01-01,-342000000,ok,backfill,2026-09-21T21:38:17.660Z
33.041.260/0652-90,006505,GRUPO CASAS BAHIA S.A.,ITR,2023-03-31,1,2023-05-04,2023-05-04,false,con,controladora,REAL,3,-297000000,2023-01-01,-657000000,ok,backfill,2026-09-21T21:38:17.660Z
33.041.260/0652-90,006505,GRUPO CASAS BAHIA S.A.,ITR,2023-06-30,1,2023-08-10,2023-08-10,false,con,controladora,REAL,6,-789000000,2023-01-01,-1155000000,ok,backfill,2026-09-21T21:38:17.660Z
33.041.260/0652-90,006505,GRUPO CASAS BAHIA S.A.,ITR,2023-09-30,1,2023-11-08,2023-11-08,false,con,controladora,REAL,9,-1625000000,2023-01-01,-1788000000,ok,backfill,2026-09-21T21:38:17.660Z
33.041.260/0652-90,006505,GRUPO CASAS BAHIA S.A.,DFP,2023-12-31,2,2024-03-25,2024-03-25,true,con,controladora,REAL,12,-2625000000,2023-01-01,-2625000000,ok,backfill,2026-09-21T21:38:17.660Z
33.041.260/0652-90,006505,GRUPO CASAS BAHIA S.A.,ITR,2024-03-31,1,2024-05-08,2024-05-08,false,con,controladora,REAL,3,-261000000,2024-01-01,-2589000000,ok,backfill,2026-09-21T21:38:17.660Z
33.041.260/0652-90,006505,GRUPO CASAS BAHIA S.A.,ITR,2024-06-30,1,2024-08-07,2024-08-07,false,con,controladora,REAL,6,-224000000,2024-01-01,-2060000000,ok,backfill,2026-09-21T21:38:17.660Z
33.041.260/0652-90,006505,GRUPO CASAS BAHIA S.A.,ITR,2024-09-30,1,2024-11-13,2024-11-13,false,con,controladora,REAL,9,-593000000,2024-01-01,-1593000000,ok,backfill,2026-09-21T21:38:17.660Z
33.041.260/0652-90,006505,GRUPO CASAS BAHIA S.A.,DFP,2024-12-31,1,2025-03-12,2025-03-12,false,con,controladora,REAL,12,-1045000000,2024-01-01,-1045000000,ok,backfill,2026-09-21T21:38:17.660Z
33.041.260/0652-90,006505,GRUPO CASAS BAHIA S.A.,ITR,2025-03-31,1,2025-05-14,2025-05-14,false,con,controladora,REAL,3,-408000000,2025-01-01,-1192000000,ok,backfill,2026-09-21T21:38:17.660Z
33.041.260/0652-90,006505,GRUPO CASAS BAHIA S.A.,ITR,2025-06-30,1,2025-08-13,2025-08-13,false,con,controladora,REAL,6,-963000000,2025-01-01,-1784000000,ok,backfill,2026-09-21T21:38:17.660Z
33.041.260/0652-90,006505,GRUPO CASAS BAHIA S.A.,ITR,2025-09-30,1,2025-11-12,2025-11-12,false,con,controladora,REAL,9,-1459000000,2025-01-01,-1911000000,ok,backfill,2026-09-21T21:38:17.660Z
33.041.260/0652-90,006505,GRUPO CASAS BAHIA S.A.,DFP,2025-12-31,1,2026-03-12,2026-03-12,false,con,controladora,REAL,12,-2988000000,2025-01-01,-2988000000,ok,backfill,2026-09-21T21:38:17.660Z
33.041.260/0652-90,006505,GRUPO CASAS BAHIA S.A.,ITR,2026-03-31,1,2026-05-13,2026-05-13,false,con,controladora,REAL,3,-1064000000,2026-01-01,-3644000000,ok,backfill,2026-09-21T21:38:17.660Z
33.041.260/0652-90,006505,GRUPO CASAS BAHIA S.A.,ITR,2026-06-30,1,2026-08-16,2026-08-16,false,con,controladora,REAL,6,-11181000000,2026-01-01,-13206000000,ok,backfill,2026-09-21T21:38:17.660Z
33.042.730/0001-04,004030,CIA SIDERURGICA NACIONAL,DFP,2010-12-31,1,2011-03-28,2011-03-28,false,con,controladora,REAL,12,2516376000,2010-01-01,2516376000,ok,backfill,2026-09-21T21:38:17.660Z
33.042.730/0001-04,004030,CIA SIDERURGICA NACIONAL,ITR,2011-03-31,1,2011-05-03,2011-05-03,false,con,controladora,REAL,3,617519000,2011-01-01,2684957000,ok,backfill,2026-09-21T21:38:17.660Z
33.042.730/0001-04,004030,CIA SIDERURGICA NACIONAL,ITR,2011-06-30,1,2011-08-02,2011-08-02,false,con,controladora,REAL,6,1756003000,2011-01-01,2944673000,ok,backfill,2026-09-21T21:38:17.660Z
33.042.730/0001-04,004030,CIA SIDERURGICA NACIONAL,ITR,2011-09-30,1,2011-10-27,2011-10-27,false,con,controladora,REAL,9,2874190000,2011-01-01,3325488000,ok,backfill,2026-09-21T21:38:17.660Z
33.042.730/0001-04,004030,CIA SIDERURGICA NACIONAL,DFP,2011-12-31,1,2012-03-26,2012-03-26,false,con,controladora,REAL,12,3706033000,2011-01-01,3706033000,ok,backfill,2026-09-21T21:38:17.660Z
33.042.730/0001-04,004030,CIA SIDERURGICA NACIONAL,ITR,2012-03-31,1,2012-05-10,2012-05-10,false,con,controladora,REAL,3,110694000,2012-01-01,3199208000,ok,backfill,2026-09-21T21:38:17.660Z
33.042.730/0001-04,004030,CIA SIDERURGICA NACIONAL,ITR,2012-06-30,1,2012-08-14,2012-08-14,false,con,controladora,REAL,6,-921666000,2012-01-01,1028364000,ok,backfill,2026-09-21T21:38:17.660Z
33.042.730/0001-04,004030,CIA SIDERURGICA NACIONAL,ITR,2012-09-30,1,2012-10-31,2012-10-31,false,con,controladora,REAL,9,-751952000,2012-01-01,79891000,ok,backfill,2026-09-21T21:38:17.660Z
33.042.730/0001-04,004030,CIA SIDERURGICA NACIONAL,DFP,2012-12-31,1,2013-03-28,2013-03-28,false,con,controladora,REAL,12,-420113000,2012-01-01,-420113000,ok,backfill,2026-09-21T21:38:17.660Z
33.042.730/0001-04,004030,CIA SIDERURGICA NACIONAL,ITR,2013-03-31,1,2013-05-15,2013-05-15,false,con,controladora,REAL,3,27326000,2013-01-01,-503481000,ok,backfill,2026-09-21T21:38:17.660Z
33.042.730/0001-04,004030,CIA SIDERURGICA NACIONAL,ITR,2013-06-30,1,2013-08-06,2013-08-06,false,con,controladora,REAL,6,521795000,2013-01-01,1023348000,ok,backfill,2026-09-21T21:38:17.660Z
33.042.730/0001-04,004030,CIA SIDERURGICA NACIONAL,ITR,2013-09-30,1,2013-11-14,2013-11-14,false,con,controladora,REAL,9,1021477000,2013-01-01,1353316000,ok,backfill,2026-09-21T21:38:17.660Z
33.042.730/0001-04,004030,CIA SIDERURGICA NACIONAL,DFP,2013-12-31,1,2014-02-28,2014-02-28,false,con,controladora,REAL,12,509025000,2013-01-01,509025000,ok,backfill,2026-09-21T21:38:17.660Z
33.042.730/0001-04,004030,CIA SIDERURGICA NACIONAL,ITR,2014-03-31,1,2014-05-07,2014-05-07,false,con,controladora,REAL,3,55334000,2014-01-01,537033000,ok,backfill,2026-09-21T21:38:17.660Z
33.042.730/0001-04,004030,CIA SIDERURGICA NACIONAL,ITR,2014-06-30,1,2014-08-04,2014-08-04,false,con,controladora,REAL,6,77049000,2014-01-01,64279000,ok,backfill,2026-09-21T21:38:17.660Z
33.042.730/0001-04,004030,CIA SIDERURGICA NACIONAL,ITR,2014-09-30,1,2014-11-14,2014-11-14,false,con,controladora,REAL,9,-173056000,2014-01-01,-685508000,ok,backfill,2026-09-21T21:38:17.660Z
33.042.730/0001-04,004030,CIA SIDERURGICA NACIONAL,DFP,2014-12-31,1,2015-03-12,2015-03-12,false,con,controladora,REAL,12,-105218000,2014-01-01,-105218000,ok,backfill,2026-09-21T21:38:17.660Z
33.042.730/0001-04,004030,CIA SIDERURGICA NACIONAL,ITR,2015-03-31,1,2015-05-06,2015-05-06,false,con,controladora,REAL,3,392056000,2015-01-01,231504000,ok,backfill,2026-09-21T21:38:17.660Z
33.042.730/0001-04,004030,CIA SIDERURGICA NACIONAL,ITR,2015-06-30,1,2015-08-13,2015-08-13,false,con,controladora,REAL,6,-222212000,2015-01-01,-404479000,ok,backfill,2026-09-21T21:38:17.660Z
33.042.730/0001-04,004030,CIA SIDERURGICA NACIONAL,ITR,2015-09-30,1,2015-11-13,2015-11-13,false,con,controladora,REAL,9,-754725000,2015-01-01,-686887000,ok,backfill,2026-09-21T21:38:17.660Z
33.042.730/0001-04,004030,CIA SIDERURGICA NACIONAL,DFP,2015-12-31,2,2016-11-14,2016-03-28,true,con,controladora,REAL,12,1617793000,2015-01-01,1617793000,ok,backfill,2026-09-21T21:38:17.660Z
33.042.730/0001-04,004030,CIA SIDERURGICA NACIONAL,ITR,2016-03-31,3,2017-10-30,2016-05-12,true,con,controladora,REAL,3,-785191000,2016-01-01,440546000,ok,backfill,2026-09-21T21:38:17.660Z
33.042.730/0001-04,004030,CIA SIDERURGICA NACIONAL,ITR,2016-06-30,3,2017-10-30,2016-08-15,true,con,controladora,REAL,6,-754338000,2016-01-01,1085667000,ok,backfill,2026-09-21T21:38:17.660Z
33.042.730/0001-04,004030,CIA SIDERURGICA NACIONAL,ITR,2016-09-30,2,2017-10-30,2016-11-14,true,con,controladora,REAL,9,-852583000,2016-01-01,1519935000,ok,backfill,2026-09-21T21:38:17.660Z
33.042.730/0001-04,004030,CIA SIDERURGICA NACIONAL,DFP,2016-12-31,1,2017-10-28,2017-10-28,false,con,controladora,REAL,12,-934747000,2016-01-01,-934747000,ok,backfill,2026-09-21T21:38:17.660Z
33.042.730/0001-04,004030,CIA SIDERURGICA NACIONAL,ITR,2017-03-31,1,2017-12-26,2017-12-26,false,con,controladora,REAL,3,85630000,2017-01-01,-63926000,ok,backfill,2026-09-21T21:38:17.660Z
33.042.730/0001-04,004030,CIA SIDERURGICA NACIONAL,ITR,2017-06-30,1,2017-12-26,2017-12-26,false,con,controladora,REAL,6,-573764000,2017-01-01,-754173000,ok,backfill,2026-09-21T21:38:17.660Z
33.042.730/0001-04,004030,CIA SIDERURGICA NACIONAL,ITR,2017-09-30,1,2017-12-26,2017-12-26,false,con,controladora,REAL,9,-347298000,2017-01-01,-429462000,ok,backfill,2026-09-21T21:38:17.660Z
33.042.730/0001-04,004030,CIA SIDERURGICA NACIONAL,DFP,2017-12-31,2,2018-04-06,2018-03-26,true,con,controladora,REAL,12,10272000,2017-01-01,10272000,ok,backfill,2026-09-21T21:38:17.660Z
33.042.730/0001-04,004030,CIA SIDERURGICA NACIONAL,ITR,2018-03-31,1,2018-05-14,2018-05-14,false,con,controladora,REAL,3,1471863000,2018-01-01,1396505000,ok,backfill,2026-09-21T21:38:17.660Z
33.042.730/0001-04,004030,CIA SIDERURGICA NACIONAL,ITR,2018-06-30,1,2018-08-08,2018-08-08,false,con,controladora,REAL,6,2632313000,2018-01-01,3216349000,ok,backfill,2026-09-21T21:38:17.660Z
33.042.730/0001-04,004030,CIA SIDERURGICA NACIONAL,ITR,2018-09-30,1,2018-11-07,2018-11-07,false,con,controladora,REAL,9,3353848000,2018-01-01,3711418000,ok,backfill,2026-09-21T21:38:17.660Z
33.042.730/0001-04,004030,CIA SIDERURGICA NACIONAL,DFP,2018-12-31,1,2019-02-20,2019-02-20,false,con,controladora,REAL,12,5074136000,2018-01-01,5074136000,ok,backfill,2026-09-21T21:38:17.660Z
33.042.730/0001-04,004030,CIA SIDERURGICA NACIONAL,ITR,2019-03-31,1,2019-05-08,2019-05-08,false,con,controladora,REAL,3,-7572000,2019-01-01,3594701000,ok,backfill,2026-09-21T21:38:17.660Z
33.042.730/0001-04,004030,CIA SIDERURGICA NACIONAL,ITR,2019-06-30,1,2019-07-30,2019-07-30,false,con,controladora,REAL,6,1737511000,2019-01-01,4179334000,ok,backfill,2026-09-21T21:38:17.660Z
33.042.730/0001-04,004030,CIA SIDERURGICA NACIONAL,ITR,2019-09-30,1,2019-10-23,2019-10-23,false,con,controladora,REAL,9,744553000,2019-01-01,2464841000,ok,backfill,2026-09-21T21:38:17.660Z
33.042.730/0001-04,004030,CIA SIDERURGICA NACIONAL,DFP,2019-12-31,1,2020-03-04,2020-03-04,false,con,controladora,REAL,12,1789067000,2019-01-01,1789067000,ok,backfill,2026-09-21T21:38:17.660Z
33.042.730/0001-04,004030,CIA SIDERURGICA NACIONAL,ITR,2020-03-31,1,2020-05-14,2020-05-14,false,con,controladora,REAL,3,-1360851000,2020-01-01,435788000,ok,backfill,2026-09-21T21:38:17.660Z
33.042.730/0001-04,004030,CIA SIDERURGICA NACIONAL,ITR,2020-06-30,1,2020-07-28,2020-07-28,false,con,controladora,REAL,6,-1015673000,2020-01-01,-964117000,ok,backfill,2026-09-21T21:38:17.660Z
33.042.730/0001-04,004030,CIA SIDERURGICA NACIONAL,ITR,2020-09-30,1,2020-10-15,2020-10-15,false,con,controladora,REAL,9,65113000,2020-01-01,1109627000,ok,backfill,2026-09-21T21:38:17.660Z
33.042.730/0001-04,004030,CIA SIDERURGICA NACIONAL,DFP,2020-12-31,1,2021-02-22,2021-02-22,false,con,controladora,REAL,12,3794295000,2020-01-01,3794295000,ok,backfill,2026-09-21T21:38:17.660Z
33.042.730/0001-04,004030,CIA SIDERURGICA NACIONAL,ITR,2021-03-31,1,2021-04-28,2021-04-28,false,con,controladora,REAL,3,5240015000,2021-01-01,10395161000,ok,backfill,2026-09-21T21:38:17.660Z
33.042.730/0001-04,004030,CIA SIDERURGICA NACIONAL,ITR,2021-06-30,1,2021-07-27,2021-07-27,false,con,controladora,REAL,6,10205786000,2021-01-01,15015754000,ok,backfill,2026-09-21T21:38:17.660Z
33.042.730/0001-04,004030,CIA SIDERURGICA NACIONAL,ITR,2021-09-30,1,2021-11-03,2021-11-03,false,con,controladora,REAL,9,11355323000,2021-01-01,15084505000,ok,backfill,2026-09-21T21:38:17.660Z
33.042.730/0001-04,004030,CIA SIDERURGICA NACIONAL,DFP,2021-12-31,1,2022-03-09,2022-03-09,false,con,controladora,REAL,12,12258628000,2021-01-01,12258628000,ok,backfill,2026-09-21T21:38:17.660Z
33.042.730/0001-04,004030,CIA SIDERURGICA NACIONAL,ITR,2022-03-31,1,2022-05-04,2022-05-04,false,con,controladora,REAL,3,1206402000,2022-01-01,8225015000,ok,backfill,2026-09-21T21:38:17.660Z
33.042.730/0001-04,004030,CIA SIDERURGICA NACIONAL,ITR,2022-06-30,1,2022-08-15,2022-08-15,false,con,controladora,REAL,6,1403728000,2022-01-01,3456570000,ok,backfill,2026-09-21T21:38:17.660Z
33.042.730/0001-04,004030,CIA SIDERURGICA NACIONAL,ITR,2022-09-30,1,2022-10-31,2022-10-31,false,con,controladora,REAL,9,1537119000,2022-01-01,2440424000,ok,backfill,2026-09-21T21:38:17.660Z
33.042.730/0001-04,004030,CIA SIDERURGICA NACIONAL,DFP,2022-12-31,2,2023-03-16,2023-03-08,true,con,controladora,REAL,12,1554060000,2022-01-01,1554060000,ok,backfill,2026-09-21T21:38:17.660Z
33.042.730/0001-04,004030,CIA SIDERURGICA NACIONAL,ITR,2023-03-31,1,2023-05-03,2023-05-03,false,con,controladora,REAL,3,-926396000,2023-01-01,-578738000,ok,backfill,2026-09-21T21:38:17.660Z
33.042.730/0001-04,004030,CIA SIDERURGICA NACIONAL,ITR,2023-06-30,2,2023-08-03,2023-08-02,true,con,controladora,REAL,6,-742793000,2023-01-01,-592461000,ok,backfill,2026-09-21T21:38:17.660Z
33.042.730/0001-04,004030,CIA SIDERURGICA NACIONAL,ITR,2023-09-30,1,2023-11-13,2023-11-13,false,con,controladora,REAL,9,-897273000,2023-01-01,-880332000,ok,backfill,2026-09-21T21:38:17.660Z
33.042.730/0001-04,004030,CIA SIDERURGICA NACIONAL,DFP,2023-12-31,1,2024-03-06,2024-03-06,false,con,controladora,REAL,12,-318206000,2023-01-01,-318206000,ok,backfill,2026-09-21T21:38:17.660Z
33.042.730/0001-04,004030,CIA SIDERURGICA NACIONAL,ITR,2024-03-31,1,2024-05-09,2024-05-09,false,con,controladora,REAL,3,-589701000,2024-01-01,18489000,ok,backfill,2026-09-21T21:38:17.660Z
33.042.730/0001-04,004030,CIA SIDERURGICA NACIONAL,ITR,2024-06-30,2,2024-08-12,2024-08-12,true,con,controladora,REAL,6,-1118480000,2024-01-01,-693893000,ok,backfill,2026-09-21T21:38:17.660Z
33.042.730/0001-04,004030,CIA SIDERURGICA NACIONAL,ITR,2024-09-30,2,2024-11-27,2024-11-12,true,con,controladora,REAL,9,-1958817000,2024-01-01,-1379750000,ok,backfill,2026-09-21T21:38:17.660Z
33.042.730/0001-04,004030,CIA SIDERURGICA NACIONAL,DFP,2024-12-31,1,2025-03-12,2025-03-12,false,con,controladora,REAL,12,-2591851000,2024-01-01,-2591851000,ok,backfill,2026-09-21T21:38:17.660Z
33.042.730/0001-04,004030,CIA SIDERURGICA NACIONAL,ITR,2025-03-31,1,2025-05-08,2025-05-08,false,con,controladora,REAL,3,-619146000,2025-01-01,-2621296000,ok,backfill,2026-09-21T21:38:17.660Z
33.042.730/0001-04,004030,CIA SIDERURGICA NACIONAL,ITR,2025-06-30,1,2025-07-31,2025-07-31,false,con,controladora,REAL,6,-785146000,2025-01-01,-2258517000,ok,backfill,2026-09-21T21:38:17.660Z
33.042.730/0001-04,004030,CIA SIDERURGICA NACIONAL,ITR,2025-09-30,1,2025-11-04,2025-11-04,false,con,controladora,REAL,9,-922226000,2025-01-01,-1555260000,ok,backfill,2026-09-21T21:38:17.660Z
33.042.730/0001-04,004030,CIA SIDERURGICA NACIONAL,DFP,2025-12-31,1,2026-03-11,2026-03-11,false,con,controladora,REAL,12,-2002374000,2025-01-01,-2002374000,ok,backfill,2026-09-21T21:38:17.660Z
33.042.730/0001-04,004030,CIA SIDERURGICA NACIONAL,ITR,2026-03-31,1,2026-05-13,2026-05-13,false,con,controladora,REAL,3,-615531000,2026-01-01,-1998759000,ok,backfill,2026-09-21T21:38:17.660Z
33.042.730/0001-04,004030,CIA SIDERURGICA NACIONAL,ITR,2026-06-30,1,2026-08-12,2026-08-12,false,con,controladora,REAL,6,-1409654000,2026-01-01,-2626882000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.071/0001-58,003050,AMPLA ENERGIA E SERVICOS S.A.,DFP,2010-12-31,6,2011-05-21,2011-03-30,true,ind,total,REAL,12,216092000,2010-01-01,216092000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.071/0001-58,003050,AMPLA ENERGIA E SERVICOS S.A.,ITR,2011-03-31,1,2011-05-26,2011-05-26,false,ind,total,REAL,3,59063000,2011-01-01,152887000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.071/0001-58,003050,AMPLA ENERGIA E SERVICOS S.A.,ITR,2011-06-30,1,2011-08-08,2011-08-08,false,ind,total,REAL,6,161549000,2011-01-01,203772000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.071/0001-58,003050,AMPLA ENERGIA E SERVICOS S.A.,ITR,2011-09-30,1,2011-10-31,2011-10-31,false,ind,total,REAL,9,182559000,2011-01-01,190941000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.071/0001-58,003050,AMPLA ENERGIA E SERVICOS S.A.,DFP,2011-12-31,1,2012-03-26,2012-03-26,false,ind,total,REAL,12,210352000,2011-01-01,210352000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.071/0001-58,003050,AMPLA ENERGIA E SERVICOS S.A.,ITR,2012-03-31,1,2012-05-11,2012-05-11,false,ind,total,REAL,3,74116000,2012-01-01,225405000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.071/0001-58,003050,AMPLA ENERGIA E SERVICOS S.A.,ITR,2012-06-30,2,2012-08-17,2012-08-14,true,ind,total,REAL,6,135185000,2012-01-01,183988000,ok,backfill,2026-09-21T21:38:17.660Z
33.050.071/0001-58,003050,AMPLA ENERGIA E SERVICOS S.A.,ITR,2012-09-30,1,2012-11-13,2012-11-13,false,ind,total,REAL,9,190363000,2012-01-01,218156000,ok,backfill,2026-09-21T21:38:17.660Z
